Teacher ID,Teacher Email,Teacher Password,Lesson Link
1175,ThomasPecoraItDY62@yahoo.com,ThomasPecora,https://upliftk12.com/student/lesson/start/5OWxP1175ZvvcFt33/1
1176,JoanMischkeUvQq63@hotmail.com,JoanMischke,https://upliftk12.com/student/lesson/start/lr3dQ1176Z5pLrl33/1
1177,MargareteMenjivarpeCk64@gmail.net,MargareteMenjivar,https://upliftk12.com/student/lesson/start/CgJ5N1177ZpIfyn33/1
1178,LaineRamageTy1l65@outlook.biz,LaineRamage,https://upliftk12.com/student/lesson/start/e7ne01178ZNUS2o33/1
1179,BeckiLanzvLPq66@gmail.biz,BeckiLanz,https://upliftk12.com/student/lesson/start/4eLKX1179ZSmRSK33/1
1180,AnthonyScheweOEck67@hotmail.net,AnthonySchewe,https://upliftk12.com/student/lesson/start/27cv31180ZQeq9J33/1
1181,NancieCobyiwlt68@yahoo.biz,NancieCoby,https://upliftk12.com/student/lesson/start/OQpFB1181Zg033R33/1
1182,GayleneBadongDV569@yahoo.biz,GayleneBadon,https://upliftk12.com/student/lesson/start/mGy1U1182ZMjOxi33/1
1183,StephaniaGrumblesiTCB70@gmail.net,StephaniaGrumbles,https://upliftk12.com/student/lesson/start/xevJv1183Z27BJs33/1
1184,LloydCultonKdpz71@hotmail.com,LloydCulton,https://upliftk12.com/student/lesson/start/seGMk1184Z4nRj633/1
1185,GeorgiannaLupopnvc72@gmail.biz,GeorgiannaLupo,https://upliftk12.com/student/lesson/start/6TO041185ZcWwmN33/1
1186,GayleneKazmierczaktPse73@outlook.com,GayleneKazmierczak,https://upliftk12.com/student/lesson/start/etnDB1186ZhvGRx33/1
1187,MarquisMichaudxyna74@yahoo.net,MarquisMichaud,https://upliftk12.com/student/lesson/start/tciMM1187ZakXnf33/1
1188,RubiBlockQUqX75@outlook.net,RubiBlock,https://upliftk12.com/student/lesson/start/5huB01188ZVx1q433/1
1189,TamiHaslettBGh676@hotmail.com,TamiHaslett,https://upliftk12.com/student/lesson/start/eDc6K1189ZpR9lR33/1
1190,TamiCobyKiYX77@yahoo.net,TamiCoby,https://upliftk12.com/student/lesson/start/rMhfr1190Zl8ojV33/1
1191,JoanDrewsdaUp78@outlook.com,JoanDrews,https://upliftk12.com/student/lesson/start/U3mnx1191Z8uj4u33/1
1192,BuffyMenjivarbNMI79@gmail.biz,BuffyMenjivar,https://upliftk12.com/student/lesson/start/Ey3vY1192Zy2fNE33/1
1193,CamelliaAnteseD1p80@hotmail.com,CamelliaAntes,https://upliftk12.com/student/lesson/start/BAppe1193ZuSvcI33/1
1194,ThomasMotsingerewZk81@outlook.com,ThomasMotsinger,https://upliftk12.com/student/lesson/start/F6rkA1194ZAt0G333/1
1195,MicheleGuillemetteMDDD82@hotmail.net,MicheleGuillemette,https://upliftk12.com/student/lesson/start/wodJV1195ZjHIne33/1
1196,ElroyGuillemettePvVB83@gmail.biz,ElroyGuillemette,https://upliftk12.com/student/lesson/start/FKIlJ1196ZHV4HM33/1
1197,DiegoMongoldJh9k84@yahoo.net,DiegoMongold,https://upliftk12.com/student/lesson/start/TRYXB1197Z0ieSd33/1
1198,NancieMischkew98l85@hotmail.net,NancieMischke,https://upliftk12.com/student/lesson/start/4Y7rn1198Zjba7f33/1
1199,RebeckaCattPjdH86@outlook.biz,RebeckaCatt,https://upliftk12.com/student/lesson/start/LApcv1199ZrwhT733/1
1200,GeorgiannaWierskzgm87@gmail.com,GeorgiannaWiers,https://upliftk12.com/student/lesson/start/L70ue1200ZtCfq533/1
1201,ElidaLatsonuG8C88@yahoo.biz,ElidaLatson,https://upliftk12.com/student/lesson/start/etx8Y1201ZfmPqh33/1
1202,MargarettByronXLpa89@gmail.com,MargarettByron,https://upliftk12.com/student/lesson/start/13cBu1202Zk86ws33/1
1203,ElidaMichaudkgBl90@yahoo.com,ElidaMichaud,https://upliftk12.com/student/lesson/start/j6cP81203Zm9oKO33/1
1204,LainePekarMjYJ91@gmail.net,LainePekar,https://upliftk12.com/student/lesson/start/nVr1c1204ZPG6Jg33/1
1205,MargheritaLuporXt892@yahoo.biz,MargheritaLupo,https://upliftk12.com/student/lesson/start/rd8JE1205ZAjqqL33/1
1206,JoanMotsingervaqN93@outlook.com,JoanMotsinger,https://upliftk12.com/student/lesson/start/xpOG01206ZaE4Yx33/1
1207,MarquisCobywQsF94@hotmail.com,MarquisCoby,https://upliftk12.com/student/lesson/start/KBt721207ZQLI5L33/1
1208,AlejandroMischkem32F95@outlook.net,AlejandroMischke,https://upliftk12.com/student/lesson/start/e96Y11208Z7uFEI33/1
1209,AlejandroGuillemettekLl696@gmail.biz,AlejandroGuillemette,https://upliftk12.com/student/lesson/start/LCY0P1209Zwov9833/1
1210,StephaniaMotsinger9pPv97@outlook.net,StephaniaMotsinger,https://upliftk12.com/student/lesson/start/jwTpC1210ZjoVKL33/1
1211,MicheleGrisbyfzcK98@hotmail.com,MicheleGrisby,https://upliftk12.com/student/lesson/start/nqFq51211ZWAFRy33/1
1212,LarisaRoberieYmBK99@hotmail.net,LarisaRoberie,https://upliftk12.com/student/lesson/start/baBJM1212ZkX0cV33/1
1213,RandyGuillemetteYd23100@gmail.net,RandyGuillemette,https://upliftk12.com/student/lesson/start/8k6Nl1213ZRMcd833/1
1214,ThomasByronC19W101@gmail.com,ThomasByron,https://upliftk12.com/student/lesson/start/NyblC1214Z7CfdS33/1
1215,RebeckaRedner0Zys102@yahoo.com,RebeckaRedner,https://upliftk12.com/student/lesson/start/27cLx1215ZjoCX233/1
1216,BongPekarX0Dl103@hotmail.biz,BongPekar,https://upliftk12.com/student/lesson/start/xiFqj1216ZXiT4R33/1
1217,ZoniaSchewe7HOU104@gmail.biz,ZoniaSchewe,https://upliftk12.com/student/lesson/start/c5sGg1217Zvm2Po33/1
1218,DionLatsonUyoi105@gmail.biz,DionLatson,https://upliftk12.com/student/lesson/start/E826e1218Z1TlNF33/1
1219,JeaniceGeddeszwQ3106@yahoo.com,JeaniceGeddes,https://upliftk12.com/student/lesson/start/HnKmM1219Z3rWMD33/1
1220,JoanBlockp4rM107@yahoo.net,JoanBlock,https://upliftk12.com/student/lesson/start/DN5wT1220ZyWI3y33/1
1221,LawandaSchewevJvB108@yahoo.biz,LawandaSchewe,https://upliftk12.com/student/lesson/start/3uluc1221Zm6Lcm33/1
1222,LloydGeddesycBx109@hotmail.net,LloydGeddes,https://upliftk12.com/student/lesson/start/8xmby1222Z2RVer33/1
1223,MargheritaLatsonQ4kE110@hotmail.biz,MargheritaLatson,https://upliftk12.com/student/lesson/start/hgyPL1223ZjRajj33/1
1224,TyishaByronSVxU111@hotmail.com,TyishaByron,https://upliftk12.com/student/lesson/start/H8fQ01224ZhhqFO33/1
1225,TomiSchewebH00112@gmail.net,TomiSchewe,https://upliftk12.com/student/lesson/start/plNfK1225ZIgVnp33/1
1226,TomiRoberieqMVv113@gmail.net,TomiRoberie,https://upliftk12.com/student/lesson/start/Lr9HX1226Z7EIoO33/1
1227,ArdenMichaudKGG5114@gmail.net,ArdenMichaud,https://upliftk12.com/student/lesson/start/UaGQh1227ZemPnm33/1
1228,LloydKazmierczakq3Dz115@yahoo.net,LloydKazmierczak,https://upliftk12.com/student/lesson/start/d6Mcr1228ZIlODJ33/1
1229,LuzDrewsMe2q116@yahoo.net,LuzDrews,https://upliftk12.com/student/lesson/start/MB5EE1229Zg1CM833/1
1230,ArdenDrewsjkU7117@yahoo.net,ArdenDrews,https://upliftk12.com/student/lesson/start/jDCGc1230ZhN4T533/1
1231,GayleneSernaiX7V118@hotmail.com,GayleneSerna,https://upliftk12.com/student/lesson/start/utTsq1231ZFt0vP33/1
1232,TamaFetzerHQPc119@yahoo.com,TamaFetzer,https://upliftk12.com/student/lesson/start/x8C3N1232Zbnd0t33/1
1233,LuzPecoraliE3120@gmail.net,LuzPecora,https://upliftk12.com/student/lesson/start/BhbiX1233ZC7x0x33/1
1234,JeaniceCultonrOLT121@gmail.com,JeaniceCulton,https://upliftk12.com/student/lesson/start/73plt1234ZpOn0E33/1
1235,MarquisKuceraKSVB122@hotmail.net,MarquisKucera,https://upliftk12.com/student/lesson/start/HXgUQ1235ZkNwBY33/1
1236,ElidaRednerPjfi123@yahoo.biz,ElidaRedner,https://upliftk12.com/student/lesson/start/A2swA1236ZbfJpx33/1
1237,ArdenBureshXdy2124@yahoo.biz,ArdenBuresh,https://upliftk12.com/student/lesson/start/iCsl21237ZDHdn433/1
1238,LyndiaMongoldsUqt125@outlook.biz,LyndiaMongold,https://upliftk12.com/student/lesson/start/UmcWi1238ZmDUva33/1
1239,JeaniceHoweg7OC126@outlook.net,JeaniceHowe,https://upliftk12.com/student/lesson/start/WItq81239Zpsqk233/1
1240,CloraPekard0Ll127@yahoo.net,CloraPekar,https://upliftk12.com/student/lesson/start/0JeS61240ZiYYNV33/1
1241,CamelliaMoteSKon128@gmail.biz,CamelliaMote,https://upliftk12.com/student/lesson/start/HCrm21241Zkst2n33/1
1242,CamelliaByroni94f129@yahoo.biz,CamelliaByron,https://upliftk12.com/student/lesson/start/wwycs1242ZYeY1c33/1
1243,LeighaMayoral4Uqf130@outlook.biz,LeighaMayoral,https://upliftk12.com/student/lesson/start/th1sY1243ZhEwrM33/1
1244,MargheritaNorenrtH4131@hotmail.biz,MargheritaNoren,https://upliftk12.com/student/lesson/start/o7M8p1244ZTm7Qf33/1
1245,LuzDrews9eHw132@outlook.biz,LuzDrews,https://upliftk12.com/student/lesson/start/1qoQB1245ZTXPB733/1
1246,ElidaHoweowaG133@outlook.biz,ElidaHowe,https://upliftk12.com/student/lesson/start/y2TNB1246Z6BsoL33/1
1247,MargarettSernawalQ134@yahoo.net,MargarettSerna,https://upliftk12.com/student/lesson/start/MrY6g1247ZRgYIh33/1
1248,MaribelBureshVoow135@gmail.net,MaribelBuresh,https://upliftk12.com/student/lesson/start/6gTFw1248Z6Kicl33/1
1249,NancieFetzerTZwK136@yahoo.net,NancieFetzer,https://upliftk12.com/student/lesson/start/K7aQa1249ZANLAE33/1
1250,QianaWiersCqVs137@outlook.com,QianaWiers,https://upliftk12.com/student/lesson/start/XSitN1250ZKFo8E33/1
1251,ArdenWrona5kMj138@hotmail.biz,ArdenWrona,https://upliftk12.com/student/lesson/start/gWJSn1251ZV9hOe33/1
1252,BeckiPepperF8cd139@yahoo.net,BeckiPepper,https://upliftk12.com/student/lesson/start/oiX0f1252ZiVwCu33/1
1253,MargheritaGuillemetteVPmn140@hotmail.biz,MargheritaGuillemette,https://upliftk12.com/student/lesson/start/dflyn1253ZFrb9433/1
1254,LawandaFetzerU3qV141@gmail.com,LawandaFetzer,https://upliftk12.com/student/lesson/start/FJ1qt1254ZV5Tgp33/1
1255,TamiMcnaughtgGxv142@gmail.net,TamiMcnaught,https://upliftk12.com/student/lesson/start/Evogn1255ZqLl3333/1
1256,ThomasBureshU9GC143@hotmail.biz,ThomasBuresh,https://upliftk12.com/student/lesson/start/f7mxD1256ZF4SW033/1
1257,BeckiFleishmanzmT2144@outlook.com,BeckiFleishman,https://upliftk12.com/student/lesson/start/VRUw51257Zjp3ar33/1
1258,RubiAntes8ZEf145@yahoo.biz,RubiAntes,https://upliftk12.com/student/lesson/start/O6gp01258ZIYXIY33/1
1259,TamiPecoras6yu146@yahoo.com,TamiPecora,https://upliftk12.com/student/lesson/start/t5VLE1259ZuX42A33/1
1260,ElidaRamageLUHz147@hotmail.biz,ElidaRamage,https://upliftk12.com/student/lesson/start/J6NQs1260ZMan4k33/1
1261,TamiMichaudIAfo148@hotmail.biz,TamiMichaud,https://upliftk12.com/student/lesson/start/1rMK41261Zh5wRU33/1
1262,ZoniaSchewelONU149@yahoo.biz,ZoniaSchewe,https://upliftk12.com/student/lesson/start/QvQ5T1262Zp2JFM33/1
1263,RandyLanzUYZG150@hotmail.com,RandyLanz,https://upliftk12.com/student/lesson/start/NgOsT1263ZsiwfP33/1
1264,BuffyMotsingerdOHk151@yahoo.com,BuffyMotsinger,https://upliftk12.com/student/lesson/start/rhgP51264ZmKEX833/1
1265,MicheleSchildgensZbw152@hotmail.com,MicheleSchildgen,https://upliftk12.com/student/lesson/start/2UVq21265ZexNHL33/1
1266,ErasmoLatsonmBbS153@outlook.net,ErasmoLatson,https://upliftk12.com/student/lesson/start/5JrU91266Z7Jywq33/1
1267,MargarettFetzermoUl154@yahoo.biz,MargarettFetzer,https://upliftk12.com/student/lesson/start/5ioRU1267ZFUQwL33/1
1268,LeighaNoren2jKn155@hotmail.net,LeighaNoren,https://upliftk12.com/student/lesson/start/xuFwB1268ZaN6pm33/1
1269,LawandaAntes8BO8156@hotmail.com,LawandaAntes,https://upliftk12.com/student/lesson/start/AMIYt1269ZAQhlX33/1
1270,ZoniaRamage1X7b157@outlook.biz,ZoniaRamage,https://upliftk12.com/student/lesson/start/d86ai1270ZMOfxc33/1
1271,GeorgiannaMenjivaroosn158@gmail.net,GeorgiannaMenjivar,https://upliftk12.com/student/lesson/start/uBGuI1271ZVarrg33/1
1272,MarquisKucerawMtY159@gmail.net,MarquisKucera,https://upliftk12.com/student/lesson/start/6opev1272ZaaDCj33/1
1273,ErasmoMayoralQlDv160@hotmail.biz,ErasmoMayoral,https://upliftk12.com/student/lesson/start/PfiRF1273Z6f6bx33/1
1274,TomiByronG5mo161@outlook.biz,TomiByron,https://upliftk12.com/student/lesson/start/sb2c21274Z1CqKE33/1
1275,BuffyLanzwcDu162@gmail.net,BuffyLanz,https://upliftk12.com/student/lesson/start/IocxY1275Zwt9oy33/1
1276,RaleighRamageh30R163@yahoo.net,RaleighRamage,https://upliftk12.com/student/lesson/start/wYirb1276ZXCy4e33/1
1277,MargareteLanzUsnf164@yahoo.biz,MargareteLanz,https://upliftk12.com/student/lesson/start/Re23m1277ZcLQTR33/1
1278,CamelliaSernaUuR9165@hotmail.net,CamelliaSerna,https://upliftk12.com/student/lesson/start/1pJsx1278ZPLqTd33/1
1279,TamaMongoldeL37166@hotmail.biz,TamaMongold,https://upliftk12.com/student/lesson/start/H9wdr1279ZWLNdF33/1
1280,QianaWrona2Cdq167@hotmail.net,QianaWrona,https://upliftk12.com/student/lesson/start/JG7xu1280Zvbq8c33/1
1281,LuzGrisby42UC168@yahoo.biz,LuzGrisby,https://upliftk12.com/student/lesson/start/g3QUL1281ZoY3Gh33/1
1282,BlytheNorenMyqa169@outlook.biz,BlytheNoren,https://upliftk12.com/student/lesson/start/d16aG1282ZJYrKF33/1
1283,LaineSchroederAMuu170@hotmail.net,LaineSchroeder,https://upliftk12.com/student/lesson/start/RVird1283ZXAple33/1
1284,BongKlemp2yqA171@gmail.biz,BongKlemp,https://upliftk12.com/student/lesson/start/2MpJg1284ZN9fPa33/1
1285,DiegoBlockiJqA172@outlook.com,DiegoBlock,https://upliftk12.com/student/lesson/start/OhU3J1285ZS1TXd33/1
1286,MargareteGuillemetteBVLF173@outlook.com,MargareteGuillemette,https://upliftk12.com/student/lesson/start/5aXN41286ZDUNoM33/1
1287,BongGrisbyoI3C174@hotmail.net,BongGrisby,https://upliftk12.com/student/lesson/start/kalP51287ZroKJd33/1
1288,GayleneRednerN2Zc175@gmail.com,GayleneRedner,https://upliftk12.com/student/lesson/start/uJK9t1288Z6wMs933/1
1289,RaleighHowerb0j176@hotmail.com,RaleighHowe,https://upliftk12.com/student/lesson/start/0n1wp1289ZgE3oR33/1
1290,BuffyGuillemetteHlTg177@yahoo.net,BuffyGuillemette,https://upliftk12.com/student/lesson/start/YeC911290ZhVRLa33/1
1291,DiegoKlempsCWU178@hotmail.biz,DiegoKlemp,https://upliftk12.com/student/lesson/start/WL8Eo1291ZQSXRX33/1
1292,BongPecora3jVM179@gmail.net,BongPecora,https://upliftk12.com/student/lesson/start/TjwBB1292Z9gVWt33/1
1293,MicheleVolkmaniJxK180@gmail.net,MicheleVolkman,https://upliftk12.com/student/lesson/start/3SKuR1293ZX529933/1
1294,JeaniceCultoni5Du181@outlook.net,JeaniceCulton,https://upliftk12.com/student/lesson/start/2k7Ij1294ZV1VOi33/1
1295,LeighaCultonL4iu182@gmail.com,LeighaCulton,https://upliftk12.com/student/lesson/start/R98mb1295Zdp7Pb33/1
1296,BeckiCattXBX3183@yahoo.com,BeckiCatt,https://upliftk12.com/student/lesson/start/euxk61296ZSu0pm33/1
1297,LyndiaDrewsC1Ze184@yahoo.net,LyndiaDrews,https://upliftk12.com/student/lesson/start/0Hc8N1297ZVBXek33/1
1298,BongPecoran5Js185@outlook.biz,BongPecora,https://upliftk12.com/student/lesson/start/7yG7F1298ZdOfQL33/1
1299,AnthonyNorenjEzx186@hotmail.biz,AnthonyNoren,https://upliftk12.com/student/lesson/start/Ym7V71299ZsIqKj33/1
1300,LyndiaLupoN70x187@yahoo.biz,LyndiaLupo,https://upliftk12.com/student/lesson/start/oRQWu1300ZnWXIf33/1
1301,ElidaMenjivarkyNP188@hotmail.net,ElidaMenjivar,https://upliftk12.com/student/lesson/start/yioRP1301ZJ2ipB33/1
1302,MarquisCulton94p4189@outlook.biz,MarquisCulton,https://upliftk12.com/student/lesson/start/rUfnM1302Z3tQaI33/1
1303,LloydByrontTbG190@outlook.net,LloydByron,https://upliftk12.com/student/lesson/start/r0vCn1303ZIcQul33/1
1304,MargareteLatson6Wbv191@yahoo.net,MargareteLatson,https://upliftk12.com/student/lesson/start/ejbuJ1304Zk93DO33/1
1305,ElroyPingree3nOf192@gmail.com,ElroyPingree,https://upliftk12.com/student/lesson/start/dmudw1305ZLVb7E33/1
1306,TomiPekarurfN193@hotmail.net,TomiPekar,https://upliftk12.com/student/lesson/start/ppTyT1306ZTgIhx33/1
1307,RebeckaWiersYAM2194@gmail.biz,RebeckaWiers,https://upliftk12.com/student/lesson/start/JP08f1307ZTRdgb33/1
1308,MargarettRednerzcae195@yahoo.net,MargarettRedner,https://upliftk12.com/student/lesson/start/5cgRd1308ZMVYdI33/1
1309,TyishaMayoral1Fta196@gmail.net,TyishaMayoral,https://upliftk12.com/student/lesson/start/Y752A1309ZAWhUp33/1
1310,AnthonySernasjxH197@yahoo.biz,AnthonySerna,https://upliftk12.com/student/lesson/start/qQuKf1310ZqxSxK33/1
1311,CamelliaMotsingerqoDl198@outlook.net,CamelliaMotsinger,https://upliftk12.com/student/lesson/start/TX39j1311Z5xYxn33/1
1312,MargareteRamageFC8z199@hotmail.biz,MargareteRamage,https://upliftk12.com/student/lesson/start/Uw10n1312ZhHO5p33/1
1313,LawandaCultonWV1M200@hotmail.biz,LawandaCulton,https://upliftk12.com/student/lesson/start/dFDXY1313ZPqqaI33/1
1314,BlytheMischke4q8s201@outlook.net,BlytheMischke,https://upliftk12.com/student/lesson/start/9TatH1314ZYD7EC33/1
1315,DiegoMayoralcZzY202@outlook.biz,DiegoMayoral,https://upliftk12.com/student/lesson/start/bQCyQ1315Z3bEnx33/1
1316,YuriParisSJKz203@gmail.com,YuriParis,https://upliftk12.com/student/lesson/start/Ulr5y1316ZKcMv933/1
1317,SamathaCentervrQz204@gmail.biz,SamathaCenter,https://upliftk12.com/student/lesson/start/w8QxJ1317ZcIXU133/1
1318,MarquisGrisbyvEwc205@gmail.com,MarquisGrisby,https://upliftk12.com/student/lesson/start/N5xek1318Zh8wUw33/1
1319,GaylenePecoraMQxg206@outlook.com,GaylenePecora,https://upliftk12.com/student/lesson/start/wvgGV1319ZCTdPk33/1
1320,AugustineMischkeY6RI207@yahoo.biz,AugustineMischke,https://upliftk12.com/student/lesson/start/0eyVI1320Zst6DJ33/1
